호선,역외부코드,역코드,역명,상하선,승강장위치,연단간격,높이차,승강장선형
5,518,2519,까치산,상선,본선 방화 방면 3-1,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 3-2,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 3-3,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 3-4,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 4-1,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 4-2,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 4-3,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 4-4,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 5-1,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 5-2,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 5-3,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 5-4,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 6-1,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 6-2,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 6-3,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 6-4,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 7-1,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 7-2,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 7-3,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 7-4,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 8-1,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 8-2,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 8-3,좁음,보통,직선
5,518,2519,까치산,상선,본선 방화 방면 8-4,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 1-1,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 1-2,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 1-3,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 1-4,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 2-1,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 2-2,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 2-3,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 2-4,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 3-1,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 3-2,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 3-3,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 3-4,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 4-1,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 4-2,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 4-3,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 4-4,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 5-1,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 5-2,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 5-3,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 5-4,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 6-1,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 6-2,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 6-3,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 6-4,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 7-1,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 7-2,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 7-3,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 7-4,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 8-1,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 8-2,좁음,보통,직선
5,518,2519,까치산,하선,본선 강동 방면 8-3,좁음,낮음,직선
5,518,2519,까치산,하선,본선 강동 방면 8-4,좁음,낮음,직선
5,519,2520,신정,상선,본선 방화 방면 1-1,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 1-2,좁음,높음,직선
5,519,2520,신정,상선,본선 방화 방면 1-3,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 1-4,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 2-1,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 2-2,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 2-3,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 2-4,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 3-1,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 3-2,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 3-3,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 3-4,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 4-1,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 4-2,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 4-3,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 4-4,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 5-1,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 5-2,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 5-3,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 5-4,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 6-1,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 6-2,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 6-3,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 6-4,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 7-1,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 7-2,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 7-3,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 7-4,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 8-1,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 8-2,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 8-3,좁음,보통,직선
5,519,2520,신정,상선,본선 방화 방면 8-4,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 1-1,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 1-2,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 1-3,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 1-4,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 2-1,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 2-2,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 2-3,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 2-4,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 3-1,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 3-2,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 3-3,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 3-4,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 4-1,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 4-2,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 4-3,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 4-4,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 5-1,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 5-2,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 5-3,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 5-4,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 6-1,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 6-2,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 6-3,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 6-4,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 7-1,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 7-2,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 7-3,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 7-4,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 8-1,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 8-2,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 8-3,좁음,보통,직선
5,519,2520,신정,하선,본선 강동 방면 8-4,좁음,보통,직선
5,520,2521,목동,상선,본선 방화 방면 1-1,보통,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 1-2,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 1-3,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 1-4,보통,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 2-1,보통,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 2-2,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 2-3,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 2-4,보통,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 3-1,보통,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 3-2,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 3-3,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 3-4,보통,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 4-1,보통,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 4-2,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 4-3,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 4-4,보통,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 5-1,보통,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 5-2,넓음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 5-3,보통,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 5-4,좁음,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 6-1,좁음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 6-2,보통,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 6-3,보통,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 6-4,좁음,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 7-1,좁음,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 7-2,좁음,보통,곡선
5,520,2521,목동,상선,본선 방화 방면 7-3,좁음,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 7-4,좁음,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 8-1,좁음,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 8-2,좁음,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 8-3,좁음,낮음,곡선
5,520,2521,목동,상선,본선 방화 방면 8-4,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 1-1,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 1-2,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 1-3,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 1-4,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 2-1,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 2-2,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 2-3,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 2-4,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 3-1,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 3-2,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 3-3,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 3-4,보통,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 4-1,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 4-2,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 4-3,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 4-4,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 5-1,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 5-2,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 5-3,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 5-4,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 6-1,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 6-2,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 6-3,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 6-4,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 7-1,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 7-2,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 7-3,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 7-4,보통,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 8-1,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 8-2,좁음,보통,곡선
5,520,2521,목동,하선,본선 강동 방면 8-3,좁음,낮음,곡선
5,520,2521,목동,하선,본선 강동 방면 8-4,좁음,낮음,곡선
5,521,2522,오목교,상선,본선 방화 방면 1-1,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 1-2,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 1-3,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 1-4,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 2-1,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 2-2,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 2-3,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 2-4,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 3-1,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 3-2,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 3-3,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 4-2,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 3-4,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 4-1,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 4-3,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 4-4,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 5-1,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 5-2,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 5-3,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 5-4,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 6-1,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 6-2,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 6-3,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 6-4,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 7-1,좁음,낮음,직선
5,521,2522,오목교,상선,본선 방화 방면 7-2,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 7-3,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 7-4,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 8-1,좁음,낮음,직선
5,521,2522,오목교,상선,본선 방화 방면 8-2,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 8-3,좁음,보통,직선
5,521,2522,오목교,상선,본선 방화 방면 8-4,보통,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 1-1,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 1-2,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 1-3,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 1-4,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 2-1,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 2-2,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 2-3,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 2-4,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 3-1,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 3-2,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 3-3,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 3-4,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 4-1,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 4-2,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 4-3,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 4-4,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 5-1,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 5-2,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 5-3,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 5-4,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 6-1,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 6-2,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 6-3,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 6-4,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 7-1,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 7-2,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 7-3,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 7-4,좁음,낮음,직선
5,521,2522,오목교,하선,본선 강동 방면 8-1,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 8-2,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 8-3,좁음,보통,직선
5,521,2522,오목교,하선,본선 강동 방면 8-4,좁음,낮음,직선
